timestamp,open,high,low,close,volume
2024-12-30,9625.67,9695.13,9618.58,9625.67,1907631.0
2024-12-31,9625.67,9974.14,9625.67,9961.06,1446846.0
2025-01-01,9961.06,10255.05,9961.06,10208.37,1469043.0
2025-01-02,10208.37,10316.62,10151.27,10205.89,2482109.0
2025-01-03,10205.89,10205.89,10035.24,10075.19,1759492.0
2025-01-06,10075.19,10143.16,10025.59,10075.38,830713.0
2025-01-07,10075.38,10075.38,9915.44,10003.66,1457395.0
2025-01-08,10003.66,10162.76,10003.66,10113.81,1061930.0
2025-01-09,10113.81,10115.45,9921.53,10087.83,1966085.0
2025-01-10,10087.83,10087.83,9829.79,9836.3,2128795.0
2025-01-13,9836.3,10000.06,9836.3,9968.52,2050941.0
2025-01-14,9968.52,10328.61,9968.52,10262.94,987530.0
2025-01-15,10262.94,10262.94,10084.82,10100.69,925596.0
2025-01-16,10100.69,10261.03,10100.69,10260.27,1694175.0
2025-01-17,10260.27,10599.38,10260.27,10577.47,1386458.0
2025-01-20,10577.47,10603.06,10450.17,10558.61,1348601.0
2025-01-21,10558.61,10877.93,10558.61,10824.21,1464487.0
2025-01-22,10824.21,11180.56,10824.21,11066.2,1664578.0
2025-01-23,11066.2,11225.73,11066.2,11188.33,866424.0
2025-01-24,11188.33,11423.18,11188.33,11329.54,1648568.0
2025-01-27,11329.54,11329.54,11061.89,11103.09,2159793.0
2025-01-28,11103.09,11103.09,10986.77,11022.05,2251101.0
2025-01-29,11022.05,11022.05,10458.48,10590.61,1018089.0
2025-01-30,10590.61,11054.44,10590.61,10994.54,1497588.0
2025-01-31,10994.54,10994.54,10740.99,10861.58,1761558.0
2025-02-03,10861.58,10992.66,10861.58,10959.26,1780454.0
2025-02-04,10959.26,11205.45,10959.26,11164.43,2079992.0
2025-02-05,11164.43,11291.0,11164.43,11214.48,1316993.0
2025-02-06,11214.48,11214.48,11186.62,11203.37,2169575.0
2025-02-07,11203.37,11494.6,11203.37,11393.22,1544456.0
2025-02-10,11393.22,11715.1,11393.22,11664.33,1197614.0
2025-02-11,11664.33,11906.95,11664.33,11891.79,1562646.0
2025-02-12,11891.79,11891.79,11808.3,11867.38,2180473.0
2025-02-13,11867.38,12101.81,11867.38,12001.05,1283786.0
2025-02-14,12001.05,12001.05,11879.49,11928.02,1785003.0
2025-02-17,11928.02,11928.02,11782.5,11809.19,1198964.0
2025-02-18,11809.19,11825.75,11663.57,11716.05,1293271.0
2025-02-19,11716.05,12463.49,11716.05,12306.48,2218921.0
2025-02-20,12306.48,12306.48,12054.09,12209.37,1213185.0
2025-02-21,12209.37,12209.37,12063.1,12068.59,1290029.0
2025-02-24,12068.59,12135.98,12006.39,12040.03,1833798.0
2025-02-25,12040.03,12040.03,11965.24,12004.77,1284705.0
2025-02-26,12004.77,12004.77,11828.98,11934.39,1480312.0
2025-02-27,11934.39,11934.39,11883.39,11910.82,1114033.0
