timestamp,open,high,low,close,volume
2024-12-30,65.72,65.8,65.38,65.72,963381.0
2024-12-31,65.72,65.72,63.09,63.75,1209249.0
2025-01-01,63.75,64.17,63.75,64.15,1092792.0
2025-01-02,64.15,64.15,62.43,62.89,1785745.0
2025-01-03,62.89,62.89,60.92,61.14,2471178.0
2025-01-06,61.14,61.14,58.85,58.97,1191548.0
2025-01-07,58.97,59.41,58.97,59.35,1670511.0
2025-01-08,59.35,60.3,59.35,59.83,2088178.0
2025-01-09,59.83,60.32,59.43,59.62,1467364.0
2025-01-10,59.62,59.62,58.42,58.58,1906754.0
2025-01-13,58.58,58.77,58.27,58.5,1689267.0
2025-01-14,58.5,58.5,57.31,57.31,2300904.0
2025-01-15,57.31,58.14,57.31,57.88,1337543.0
2025-01-16,57.88,58.42,57.6,58.01,1456567.0
2025-01-17,58.01,58.01,57.55,57.94,1339865.0
2025-01-20,57.94,58.79,57.94,58.74,1602827.0
2025-01-21,58.74,58.74,56.11,56.33,1128065.0
2025-01-22,56.33,56.33,53.61,54.22,1848049.0
2025-01-23,54.22,54.52,53.76,53.98,1801982.0
2025-01-24,53.98,53.98,53.23,53.35,1448690.0
2025-01-27,53.35,53.35,51.38,51.55,2681512.0
2025-01-28,51.55,51.55,51.05,51.35,1437587.0
2025-01-29,51.35,51.9,51.14,51.63,1248930.0
2025-01-30,51.63,52.38,51.63,52.03,1499940.0
2025-01-31,52.03,52.87,52.03,52.65,1572593.0
2025-02-03,52.65,52.65,51.47,51.68,1986391.0
2025-02-04,51.68,54.17,51.68,53.34,1163437.0
2025-02-05,53.34,53.34,51.84,52.32,1373213.0
2025-02-06,52.32,52.32,51.43,51.75,1940665.0
2025-02-07,51.75,53.17,51.75,53.12,884514.0
2025-02-10,53.12,53.12,52.22,53.04,1666151.0
2025-02-11,53.04,53.98,52.98,53.44,1200284.0
2025-02-12,53.44,53.44,52.58,52.89,1096857.0
2025-02-13,52.89,53.38,52.89,53.23,1408128.0
2025-02-14,53.23,53.78,53.23,53.73,1541199.0
2025-02-17,53.73,55.11,53.73,54.7,1868798.0
2025-02-18,54.7,57.0,54.7,56.67,1357118.0
2025-02-19,56.67,57.36,56.67,57.18,2025023.0
